"id","account_id","classification_id","assigned_by","assignment_type","confidence_score","notes","batch_id","is_active","created_at","updated_at"
"461","179","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"462","214","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"463","232","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"464","511","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"465","239","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"466","1106","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"467","250","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"468","499","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"469","317","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"470","319","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"1","4","7",,"auto",,,"4c4ffd0e-b132-49db-8f2a-8a5236934c19","f","22/9/2025 01:39:12+00","22/9/2025 01:44:43.1+00"
"2","8","7",,"auto",,,"4c4ffd0e-b132-49db-8f2a-8a5236934c19","f","22/9/2025 01:39:12+00","22/9/2025 01:44:43.1+00"
"3","5","7",,"auto",,,"4c4ffd0e-b132-49db-8f2a-8a5236934c19","f","22/9/2025 01:39:12+00","22/9/2025 01:44:43.1+00"
"4","6","7",,"auto",,,"4c4ffd0e-b132-49db-8f2a-8a5236934c19","f","22/9/2025 01:39:12+00","22/9/2025 01:44:43.1+00"
"5","10","7",,"auto",,,"4c4ffd0e-b132-49db-8f2a-8a5236934c19","f","22/9/2025 01:39:12+00","22/9/2025 01:44:43.1+00"
"6","4","4",,"auto",,,"4c4ffd0e-b132-49db-8f2a-8a5236934c19","f","22/9/2025 01:39:12.1+00","22/9/2025 01:44:43.1+00"
"7","8","4",,"auto",,,"4c4ffd0e-b132-49db-8f2a-8a5236934c19","f","22/9/2025 01:39:12.1+00","22/9/2025 01:44:43.1+00"
"8","5","4",,"auto",,,"4c4ffd0e-b132-49db-8f2a-8a5236934c19","f","22/9/2025 01:39:12.1+00","22/9/2025 01:44:43.1+00"
"9","6","4",,"auto",,,"4c4ffd0e-b132-49db-8f2a-8a5236934c19","f","22/9/2025 01:39:12.1+00","22/9/2025 01:44:43.1+00"
"10","10","4",,"auto",,,"4c4ffd0e-b132-49db-8f2a-8a5236934c19","f","22/9/2025 01:39:12.1+00","22/9/2025 01:44:43.1+00"
"471","321","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"472","1174","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"473","322","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"474","323","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"475","355","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"476","324","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"477","487","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"478","4","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"479","961","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"11","4","7",,"auto",,,"60b4a568-72f1-4805-98a5-0c28e661340d","f","22/9/2025 01:44:43.1+00","22/9/2025 01:48:36.1+00"
"12","8","7",,"auto",,,"60b4a568-72f1-4805-98a5-0c28e661340d","f","22/9/2025 01:44:43.1+00","22/9/2025 01:48:36.1+00"
"13","5","7",,"auto",,,"60b4a568-72f1-4805-98a5-0c28e661340d","f","22/9/2025 01:44:43.1+00","22/9/2025 01:48:36.1+00"
"14","6","7",,"auto",,,"60b4a568-72f1-4805-98a5-0c28e661340d","f","22/9/2025 01:44:43.1+00","22/9/2025 01:48:36.1+00"
"15","10","7",,"auto",,,"60b4a568-72f1-4805-98a5-0c28e661340d","f","22/9/2025 01:44:43.1+00","22/9/2025 01:48:36.1+00"
"16","4","4",,"auto",,,"60b4a568-72f1-4805-98a5-0c28e661340d","f","22/9/2025 01:44:43.1+00","22/9/2025 01:48:36.1+00"
"17","8","4",,"auto",,,"60b4a568-72f1-4805-98a5-0c28e661340d","f","22/9/2025 01:44:43.1+00","22/9/2025 01:48:36.1+00"
"18","5","4",,"auto",,,"60b4a568-72f1-4805-98a5-0c28e661340d","f","22/9/2025 01:44:43.1+00","22/9/2025 01:48:36.1+00"
"19","6","4",,"auto",,,"60b4a568-72f1-4805-98a5-0c28e661340d","f","22/9/2025 01:44:43.1+00","22/9/2025 01:48:36.1+00"
"20","10","4",,"auto",,,"60b4a568-72f1-4805-98a5-0c28e661340d","f","22/9/2025 01:44:43.1+00","22/9/2025 01:48:36.1+00"
"21","4","7",,"auto",,,"0a3c3e2f-c71f-4ff3-80a3-caf4ae62641b","f","22/9/2025 01:48:36.1+00","22/9/2025 01:57:55.1+00"
"22","8","7",,"auto",,,"0a3c3e2f-c71f-4ff3-80a3-caf4ae62641b","f","22/9/2025 01:48:36.1+00","22/9/2025 01:57:55.1+00"
"23","5","7",,"auto",,,"0a3c3e2f-c71f-4ff3-80a3-caf4ae62641b","f","22/9/2025 01:48:36.1+00","22/9/2025 01:57:55.1+00"
"24","6","7",,"auto",,,"0a3c3e2f-c71f-4ff3-80a3-caf4ae62641b","f","22/9/2025 01:48:36.1+00","22/9/2025 01:57:55.1+00"
"25","10","7",,"auto",,,"0a3c3e2f-c71f-4ff3-80a3-caf4ae62641b","f","22/9/2025 01:48:36.1+00","22/9/2025 01:57:55.1+00"
"26","4","4",,"auto",,,"0a3c3e2f-c71f-4ff3-80a3-caf4ae62641b","f","22/9/2025 01:48:36.1+00","22/9/2025 01:57:55.1+00"
"27","8","4",,"auto",,,"0a3c3e2f-c71f-4ff3-80a3-caf4ae62641b","f","22/9/2025 01:48:36.1+00","22/9/2025 01:57:55.1+00"
"28","5","4",,"auto",,,"0a3c3e2f-c71f-4ff3-80a3-caf4ae62641b","f","22/9/2025 01:48:36.1+00","22/9/2025 01:57:55.1+00"
"29","6","4",,"auto",,,"0a3c3e2f-c71f-4ff3-80a3-caf4ae62641b","f","22/9/2025 01:48:36.1+00","22/9/2025 01:57:55.1+00"
"30","10","4",,"auto",,,"0a3c3e2f-c71f-4ff3-80a3-caf4ae62641b","f","22/9/2025 01:48:36.1+00","22/9/2025 01:57:55.1+00"
"31","4","7",,"auto",,,"8eada9f6-0757-43de-ad45-217bd40fa052","f","22/9/2025 01:57:55.1+00","22/9/2025 04:42:01+00"
"32","8","7",,"auto",,,"8eada9f6-0757-43de-ad45-217bd40fa052","f","22/9/2025 01:57:55.1+00","22/9/2025 04:42:01+00"
"33","5","7",,"auto",,,"8eada9f6-0757-43de-ad45-217bd40fa052","f","22/9/2025 01:57:55.1+00","22/9/2025 04:42:01+00"
"34","6","7",,"auto",,,"8eada9f6-0757-43de-ad45-217bd40fa052","f","22/9/2025 01:57:55.1+00","22/9/2025 04:42:01+00"
"35","10","7",,"auto",,,"8eada9f6-0757-43de-ad45-217bd40fa052","f","22/9/2025 01:57:55.1+00","22/9/2025 04:42:01+00"
"36","4","4",,"auto",,,"8eada9f6-0757-43de-ad45-217bd40fa052","f","22/9/2025 01:57:55.1+00","22/9/2025 04:42:01+00"
"37","8","4",,"auto",,,"8eada9f6-0757-43de-ad45-217bd40fa052","f","22/9/2025 01:57:55.1+00","22/9/2025 04:42:01+00"
"38","5","4",,"auto",,,"8eada9f6-0757-43de-ad45-217bd40fa052","f","22/9/2025 01:57:55.1+00","22/9/2025 04:42:01+00"
"39","6","4",,"auto",,,"8eada9f6-0757-43de-ad45-217bd40fa052","f","22/9/2025 01:57:55.1+00","22/9/2025 04:42:01+00"
"40","10","4",,"auto",,,"8eada9f6-0757-43de-ad45-217bd40fa052","f","22/9/2025 01:57:55.1+00","22/9/2025 04:42:01+00"
"45","179","7",,"auto",,,"eb4b9dad-b7c6-4068-be02-db630b63e70b","f","22/9/2025 04:42:02.1+00","22/9/2025 08:12:35+00"
"46","607","7",,"auto",,,"eb4b9dad-b7c6-4068-be02-db630b63e70b","f","22/9/2025 04:42:02.1+00","22/9/2025 08:12:35+00"
"47","608","7",,"auto",,,"eb4b9dad-b7c6-4068-be02-db630b63e70b","f","22/9/2025 04:42:02.1+00","22/9/2025 08:12:35+00"
"48","8","7",,"auto",,,"eb4b9dad-b7c6-4068-be02-db630b63e70b","f","22/9/2025 04:42:02.1+00","22/9/2025 08:12:35+00"
"49","214","7",,"auto",,,"eb4b9dad-b7c6-4068-be02-db630b63e70b","f","22/9/2025 04:42:02.1+00","22/9/2025 08:12:35+00"
"50","215","7",,"auto",,,"eb4b9dad-b7c6-4068-be02-db630b63e70b","f","22/9/2025 04:42:02.1+00","22/9/2025 08:12:35+00"
"51","223","7",,"auto",,,"eb4b9dad-b7c6-4068-be02-db630b63e70b","f","22/9/2025 04:42:02.1+00","22/9/2025 08:12:35+00"
"52","232","7",,"auto",,,"eb4b9dad-b7c6-4068-be02-db630b63e70b","f","22/9/2025 04:42:02.1+00","22/9/2025 08:12:35+00"
"53","233","7",,"auto",,,"eb4b9dad-b7c6-4068-be02-db630b63e70b","f","22/9/2025 04:42:02.1+00","22/9/2025 08:12:35+00"
"54","234","7",,"auto",,,"eb4b9dad-b7c6-4068-be02-db630b63e70b","f","22/9/2025 04:42:02.1+00","22/9/2025 08:12:35+00"
"55","239","7",,"auto",,,"eb4b9dad-b7c6-4068-be02-db630b63e70b","f","22/9/2025 04:42:02.1+00","22/9/2025 08:12:35+00"
"56","267","7",,"auto",,,"eb4b9dad-b7c6-4068-be02-db630b63e70b","f","22/9/2025 04:42:02.1+00","22/9/2025 08:12:35+00"
"57","284","7",,"auto",,,"eb4b9dad-b7c6-4068-be02-db630b63e70b","f","22/9/2025 04:42:02.1+00","22/9/2025 08:12:35+00"
"58","317","7",,"auto",,,"eb4b9dad-b7c6-4068-be02-db630b63e70b","f","22/9/2025 04:42:02.1+00","22/9/2025 08:12:35+00"
"480","5","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"481","608","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"482","215","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"483","1071","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"484","352","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"485","965","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"486","336","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"487","586","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"488","6","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"489","1075","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"490","10","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"491","369","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"492","330","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"493","414","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"494","419","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"495","335","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"496","337","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"497","680","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"498","928","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"499","339","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"500","1007","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"501","348","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"502","354","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"503","356","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"504","364","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"505","365","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"506","373","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"507","390","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"508","395","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"509","401","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"510","425","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"511","452","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"512","456","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"513","798","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"514","475","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"515","483","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"516","484","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"517","485","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"518","488","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"519","302","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"520","607","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"521","610","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"522","671","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"523","689","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"524","690","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"525","699","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"526","700","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"527","701","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"528","507","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"529","703","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"530","513","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"531","672","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"532","937","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"533","800","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"534","812","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"535","791","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"536","8","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"537","223","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"538","740","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"539","233","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"540","234","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"541","325","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"542","841","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"543","848","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"544","846","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"545","1190","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"546","915","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"547","1041","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"548","374","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"549","842","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"550","925","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"551","930","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"552","923","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"553","1238","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"554","329","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"555","1198","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"556","359","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"557","1205","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"558","353","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"559","1183","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"560","331","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"561","940","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"562","1219","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"563","1154","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"564","338","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"565","859","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"566","340","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"567","509","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"568","342","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"569","1243","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"570","346","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"571","1078","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"572","347","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"573","972","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"574","595","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"575","1087","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"576","1180","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"577","357","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"578","377","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"579","363","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"580","596","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"581","1221","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"582","370","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"583","371","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
"584","372","7",,"auto",,,"2f6b5d82-2119-49f3-ada8-fc7af669eb87","f","22/9/2025 08:12:37.1+00","24/9/2025 02:01:41+00"
