Template File,Linked File,Type,Selector,Usage Count,Status
tag_selector.html,tag_selector.css,CSS,.category-company_type,0,Unused
tag_selector.html,tag_selector.css,CSS,.category-custom,0,Unused
tag_selector.html,tag_selector.css,CSS,.category-department,0,Unused
tag_selector.html,tag_selector.css,CSS,.category-environment,0,Unused
tag_selector.html,tag_selector.css,CSS,.category-filter-btn,0,Unused
tag_selector.html,tag_selector.css,CSS,.category-filter-group,0,Unused
tag_selector.html,tag_selector.css,CSS,.clear-search-btn,0,Unused
tag_selector.html,tag_selector.css,CSS,.css,0,Unused
tag_selector.html,tag_selector.css,CSS,.disabled,3,Used
tag_selector.html,tag_selector.css,CSS,.empty-state,0,Unused
tag_selector.html,tag_selector.css,CSS,.fade-in,0,Unused
tag_selector.html,tag_selector.css,CSS,.loading-spinner,0,Unused
tag_selector.html,tag_selector.css,CSS,.loading-state,0,Unused
tag_selector.html,tag_selector.css,CSS,.modal-body,4,Used
tag_selector.html,tag_selector.css,CSS,.no-tags-placeholder,0,Unused
tag_selector.html,tag_selector.css,CSS,.remove,0,Unused
tag_selector.html,tag_selector.css,CSS,.remove-tag,0,Unused
tag_selector.html,tag_selector.css,CSS,.removing,0,Unused
tag_selector.html,tag_selector.css,CSS,.search-highlight,0,Unused
tag_selector.html,tag_selector.css,CSS,.selected,0,Unused
tag_selector.html,tag_selector.css,CSS,.selected-tag,0,Unused
tag_selector.html,tag_selector.css,CSS,.selected-tag-badge,0,Unused
tag_selector.html,tag_selector.css,CSS,.selected-tags-area,1,Used
tag_selector.html,tag_selector.css,CSS,.selected-tags-display,1,Used
tag_selector.html,tag_selector.css,CSS,.selected-tags-list,0,Unused
tag_selector.html,tag_selector.css,CSS,.slide-in-right,0,Unused
tag_selector.html,tag_selector.css,CSS,.tag-action-btn,0,Unused
tag_selector.html,tag_selector.css,CSS,.tag-actions,0,Unused
tag_selector.html,tag_selector.css,CSS,.tag-category,0,Unused
tag_selector.html,tag_selector.css,CSS,.tag-category-badge,0,Unused
tag_selector.html,tag_selector.css,CSS,.tag-category-filter,1,Used
tag_selector.html,tag_selector.css,CSS,.tag-description,0,Unused
tag_selector.html,tag_selector.css,CSS,.tag-details,0,Unused
tag_selector.html,tag_selector.css,CSS,.tag-display-badge,0,Unused
tag_selector.html,tag_selector.css,CSS,.tag-icon,0,Unused
tag_selector.html,tag_selector.css,CSS,.tag-info,0,Unused
